district,medianVoterIdeologyStr,actualVoterSatisfactionStr,primaryIdeologyStr,primaryPartyStr,primarySatisfactionStr,irPrimaryIdeologyStr,irPrimaryPartyStr,irPrimarySatisfactionStr,h2hPrimaryIdeologyStr,h2hPrimaryPartyStr,h2hPrimarySatisfactionStr,instantRunoffIdeologyStr,instantRunoffPartyStr,instantRunoffSatisfactionStr,headToHeadIdeologyStr,headToHeadPartyStr,headToHeadSatisfactionStr,final5IdeologyStr,final5PartyStr,final5SatisfactionStr
MO-01,-28.505,58.600,-32.61,Dem,90.80,-42.99,Dem,69.08,-64.85,Dem,29.92,-24.39,Dem,91.16,-28.41,Dem,99.80,-28.81,Dem,99.40
MO-02,6.630,35.000,-18.60,Dem,55.80,39.97,Rep,41.41,33.57,Rep,51.46,6.51,Rep,99.90,6.78,Rep,99.70,46.96,Rep,31.76
MO-03,16.320,48.800,31.19,Rep,71.20,-15.30,Dem,45.78,43.87,Rep,47.79,16.24,Rep,100.00,16.33,Rep,99.80,44.28,Rep,47.19
MO-04,15.211,42.800,31.86,Rep,68.40,36.50,Rep,58.89,58.93,Rep,24.92,26.24,Rep,78.39,15.36,Rep,99.50,26.67,Rep,77.59
MO-05,-8.566,35.800,-45.03,Dem,36.40,-33.02,Dem,55.42,-38.03,Dem,47.19,-35.55,Dem,51.20,-8.56,Dem,99.80,-28.58,Dem,63.05
MO-06,13.569,44.400,44.27,Rep,44.40,38.90,Rep,52.41,43.14,Rep,45.38,52.84,Rep,30.92,13.55,Rep,100.00,10.19,Rep,93.57
MO-07,20.494,36.600,49.02,Rep,45.40,68.64,Rep,18.47,49.78,Rep,43.37,20.53,Rep,99.60,17.44,Rep,94.18,20.46,Rep,100.00
MO-08,21.547,30.800,66.85,Rep,22.00,21.40,Rep,99.90,67.64,Rep,20.50,29.54,Rep,83.62,35.74,Rep,71.36,40.39,Rep,62.11
MT-01,8.664,39.000,26.85,Rep,67.00,65.44,Rep,14.07,47.73,Rep,32.76,8.82,Rep,99.70,22.10,Rep,74.77,29.22,Rep,61.91
NE-01,9.523,62.200,61.31,Rep,18.60,46.31,Rep,35.54,46.56,Rep,35.14,21.89,Rep,76.71,9.58,Rep,99.60,13.94,Rep,91.57
NE-02,2.443,35.600,23.03,Rep,63.40,27.89,Rep,54.62,-23.60,Dem,54.42,32.64,Rep,47.19,2.50,Rep,99.80,2.43,Rep,100.00
NE-03,23.657,45.200,61.13,Rep,30.60,34.01,Rep,78.51,61.74,Rep,29.12,23.73,Rep,99.80,32.92,Rep,80.72,23.47,Rep,99.60
NV-01,-15.482,71.200,-51.61,Dem,34.60,-68.35,Dem,15.46,-52.48,Dem,33.53,-15.35,Dem,99.60,-15.06,Dem,99.00,-33.39,Dem,65.46
NV-02,5.300,43.000,34.08,Rep,49.40,38.25,Rep,42.21,48.64,Rep,28.14,10.49,Rep,90.25,5.09,Rep,99.70,5.25,Rep,99.90
NV-03,0.024,48.800,38.07,Rep,37.00,-52.71,Dem,19.48,-35.82,Dem,39.16,-12.20,Dem,77.71,-0.03,Rep,99.80,-28.28,Dem,50.40
NV-04,-3.955,44.800,-40.39,Dem,37.40,30.50,Rep,42.01,-55.70,Dem,19.50,-37.34,Dem,42.01,-3.92,Dem,99.90,9.69,Rep,75.38
NH-01,-0.000,37.000,40.46,Rep,34.00,42.07,Rep,31.16,31.63,Rep,45.43,42.46,Rep,30.75,-12.21,Dem,77.79,36.13,Rep,38.79
NH-02,-2.985,59.600,23.54,Rep,54.20,-25.59,Dem,59.44,-41.39,Dem,35.14,-2.95,Dem,99.80,-9.67,Dem,87.95,12.91,Rep,71.29
NJ-01,-13.904,46.400,-55.68,Dem,27.60,-36.88,Dem,56.68,-43.42,Dem,45.43,-13.68,Dem,99.50,-13.83,Dem,99.70,-48.75,Dem,37.39
NJ-02,-0.916,66.400,-48.22,Dem,24.60,32.04,Rep,43.62,-42.85,Dem,31.16,-4.90,Dem,92.66,-0.90,Dem,99.90,20.28,Rep,62.11
NJ-03,0.371,52.400,-49.91,Dem,21.80,63.61,Rep,11.26,43.60,Rep,29.55,13.59,Rep,76.18,0.41,Rep,99.90,20.96,Rep,63.12
NJ-04,6.172,81.400,37.92,Rep,44.60,-26.18,Dem,45.18,42.69,Rep,37.15,30.03,Rep,56.83,6.18,Rep,99.80,6.18,Rep,99.80
NJ-05,1.012,73.000,42.15,Rep,33.00,41.63,Rep,32.76,38.51,Rep,36.78,18.27,Rep,68.74,0.90,Rep,99.90,25.40,Rep,56.68
NJ-06,-9.876,44.800,-28.69,Dem,64.80,29.46,Rep,35.74,-52.79,Dem,27.71,16.24,Rep,54.42,-9.83,Dem,99.80,13.78,Rep,58.23
NJ-07,1.299,49.400,-43.04,Dem,28.20,23.77,Rep,59.90,43.72,Rep,30.35,18.51,Rep,68.94,-4.92,Dem,88.64,32.89,Rep,45.43
NJ-08,-26.803,71.000,-71.63,Dem,20.20,-73.89,Dem,17.89,-56.83,Dem,40.40,-26.03,Dem,98.29,-31.58,Dem,90.05,-26.85,Dem,99.90
NJ-09,-16.928,61.800,-47.98,Dem,42.00,-49.10,Dem,40.56,-60.92,Dem,24.10,-16.93,Dem,100.00,-17.14,Dem,99.80,-24.69,Dem,84.94
NJ-10,-34.633,62.000,-63.75,Dem,39.00,-57.83,Dem,49.80,-63.15,Dem,40.16,-20.12,Dem,68.67,-34.68,Dem,100.00,-42.50,Dem,82.13
NJ-11,1.744,65.600,27.32,Rep,55.20,34.82,Rep,42.97,46.27,Rep,27.71,-15.54,Dem,69.08,1.80,Rep,99.60,17.73,Rep,70.88
NJ-12,-16.635,22.000,-45.92,Dem,44.80,-27.29,Dem,79.20,-31.97,Dem,70.15,-18.95,Dem,95.68,-20.31,Dem,92.86,-13.08,Dem,92.86
NM-01,-8.316,56.800,-49.34,Dem,30.00,-40.96,Dem,41.81,-61.29,Dem,17.09,-17.27,Dem,83.02,-8.31,Dem,99.90,-8.42,Dem,99.70
NM-02,4.398,61.800,32.86,Rep,50.00,35.16,Rep,45.78,-27.33,Dem,45.78,4.57,Rep,99.60,13.02,Rep,84.14,33.27,Rep,48.80
NM-03,-8.599,49.000,-46.02,Dem,34.80,-40.55,Dem,42.97,-42.79,Dem,39.76,12.55,Rep,62.25,-8.56,Dem,99.80,-48.94,Dem,30.92
NY-01,2.945,39.600,25.44,Rep,60.40,59.17,Rep,15.68,-39.87,Dem,30.55,14.41,Rep,78.99,2.88,Rep,99.70,2.98,Rep,99.90
NY-02,1.181,57.000,37.27,Rep,39.60,-22.10,Dem,58.89,38.69,Rep,36.78,12.43,Rep,79.40,10.71,Rep,82.61,-11.50,Dem,76.98
NY-03,-2.157,65.400,39.29,Rep,33.20,-18.97,Dem,69.55,-46.09,Dem,28.34,9.58,Rep,78.59,-2.25,Dem,99.90,-20.71,Dem,66.53
NY-04,-5.550,58.200,14.63,Rep,65.00,-67.48,Dem,10.85,-36.07,Dem,46.03,-42.11,Dem,36.98,-5.54,Dem,99.90,-13.98,Dem,84.22
NY-05,-35.463,86.000,-57.80,Dem,50.60,-35.55,Dem,99.90,-58.16,Dem,50.25,-41.50,Dem,86.03,-35.29,Dem,99.70,-38.12,Dem,93.87
NY-06,-17.202,59.600,-44.88,Dem,47.20,-27.74,Dem,79.20,-49.21,Dem,40.60,-18.45,Dem,97.69,-17.26,Dem,99.90,-6.70,Dem,80.00
NY-07,-35.780,57.600,-63.71,Dem,40.60,-40.78,Dem,88.76,-68.91,Dem,32.33,-28.93,Dem,84.34,-35.70,Dem,99.80,-35.69,Dem,99.80
NY-08,-34.827,68.600,-66.40,Dem,34.80,-55.16,Dem,55.22,-54.04,Dem,57.63,-49.70,Dem,66.67,-34.83,Dem,100.00,-33.73,Dem,97.59
NY-09,-32.728,40.400,-55.61,Dem,50.80,-32.70,Dem,99.80,-63.90,Dem,36.35,-29.73,Dem,93.17,-32.58,Dem,99.60,-32.73,Dem,100.00
NY-10,-25.827,49.000,-51.32,Dem,48.20,-42.72,Dem,65.06,-51.55,Dem,47.99,-29.19,Dem,92.97,-26.23,Dem,99.40,-47.19,Dem,56.02
NY-11,1.466,66.000,26.66,Rep,55.60,-45.05,Dem,26.31,50.90,Rep,22.29,-16.89,Dem,67.27,9.17,Rep,85.74,38.18,Rep,37.75
NY-12,-29.729,80.000,-54.47,Dem,48.20,-46.29,Dem,64.32,-54.63,Dem,48.24,-29.59,Dem,99.70,-34.81,Dem,88.84,-23.56,Dem,86.83
NY-13,-39.561,50.200,-81.14,Dem,20.00,-78.35,Dem,23.32,-61.39,Dem,50.85,-45.81,Dem,85.23,-33.68,Dem,86.23,-23.42,Dem,63.72
NY-14,-28.552,87.800,-73.37,Dem,19.60,-28.53,Dem,99.60,-52.26,Dem,51.00,-30.62,Dem,95.78,-28.72,Dem,99.80,-28.59,Dem,100.00
NY-15,-40.087,78.400,-47.05,Dem,83.20,-62.90,Dem,48.84,-39.98,Dem,99.50,-41.61,Dem,96.48,-48.88,Dem,79.20,-39.96,Dem,99.50
NY-16,-24.212,65.600,-75.49,Dem,14.60,-67.58,Dem,22.49,-46.16,Dem,55.62,-31.55,Dem,85.14,-24.41,Dem,99.80,-24.04,Dem,99.40
NY-17,-8.761,45.800,-53.51,Dem,25.60,33.05,Rep,32.53,-40.89,Dem,42.77,-8.65,Dem,99.60,-8.76,Dem,99.80,-27.54,Dem,65.26
NY-18,-0.600,58.400,49.86,Rep,22.60,-18.51,Dem,67.74,-44.93,Dem,28.14,-12.45,Dem,78.59,-21.49,Dem,62.71,-7.79,Dem,86.83
NY-19,0.232,63.000,-22.66,Dem,59.20,-34.85,Dem,40.56,47.71,Rep,24.50,12.72,Rep,77.11,-9.93,Dem,81.73,-25.77,Dem,54.42
NY-20,-8.533,40.600,-30.27,Dem,59.80,-44.29,Dem,37.15,-50.61,Dem,28.71,-18.84,Dem,80.72,-8.60,Dem,100.00,-20.06,Dem,78.31
NY-21,1.883,64.400,31.43,Rep,49.00,56.58,Rep,17.29,34.46,Rep,43.82,15.76,Rep,74.77,1.91,Rep,99.90,27.68,Rep,54.27
NY-22,3.934,65.200,28.40,Rep,56.80,-33.14,Dem,37.99,43.48,Rep,33.37,26.08,Rep,60.10,3.94,Rep,99.90,-12.84,Dem,69.75
NY-23,4.070,57.400,31.91,Rep,51.20,-43.66,Dem,25.10,37.98,Rep,41.16,34.21,Rep,46.79,4.05,Rep,100.00,4.07,Rep,100.00
NY-24,-4.885,56.600,29.01,Rep,43.60,-24.21,Dem,64.92,-29.93,Dem,55.08,-5.00,Dem,99.90,-5.01,Dem,99.90,-4.83,Dem,99.70
NY-25,-9.025,57.600,-38.98,Dem,45.60,-51.21,Dem,28.54,-56.90,Dem,21.91,-9.07,Dem,99.90,-8.98,Dem,99.90,-9.06,Dem,99.90
NY-26,-12.248,57.600,-45.17,Dem,40.40,-60.65,Dem,20.68,-55.78,Dem,26.31,-38.52,Dem,51.41,-12.32,Dem,100.00,-25.81,Dem,74.30
NY-27,9.230,52.400,34.79,Rep,53.60,44.33,Rep,38.15,60.18,Rep,18.88,-20.66,Dem,48.59,9.12,Rep,99.60,18.99,Rep,81.73
NC-01,-17.247,55.200,-37.79,Dem,60.00,-50.23,Dem,38.79,-47.35,Dem,43.42,-17.55,Dem,99.50,-17.35,Dem,99.90,-37.16,Dem,61.31
NC-02,3.260,15.200,43.85,Rep,32.80,41.78,Rep,34.94,50.17,Rep,24.50,3.35,Rep,99.60,3.23,Rep,99.80,3.31,Rep,99.60
NC-03,11.396,75.800,47.10,Rep,37.20,38.03,Rep,51.00,-28.40,Dem,35.14,48.91,Rep,33.94,16.55,Rep,90.16,40.12,Rep,47.39
NC-04,-18.295,68.000,-32.96,Dem,70.40,-42.06,Dem,53.67,-35.01,Dem,66.93,-18.50,Dem,99.50,-18.30,Dem,99.90,-18.33,Dem,99.90
NC-05,8.777,16.800,-27.29,Dem,39.80,38.93,Rep,45.83,-30.32,Dem,35.78,34.11,Rep,53.87,20.42,Rep,78.19,-1.08,Rep,81.81
NC-06,7.485,15.200,41.78,Rep,40.40,-25.01,Dem,45.18,-19.50,Dem,53.41,22.49,Rep,71.89,2.21,Rep,90.36,7.37,Rep,100.00
NC-07,8.757,22.400,49.00,Rep,32.00,28.33,Rep,63.52,41.32,Rep,42.01,8.79,Rep,99.90,11.54,Rep,94.87,37.08,Rep,48.64
NC-08,7.416,20.400,44.94,Rep,36.00,42.66,Rep,38.59,26.16,Rep,65.53,23.42,Rep,70.55,7.46,Rep,99.90,6.65,Rep,98.49
NC-09,5.637,4.000,-31.45,Dem,38.00,55.24,Rep,20.90,49.59,Rep,27.34,37.09,Rep,44.62,5.72,Rep,99.90,25.05,Rep,64.52
NC-10,12.494,27.600,51.16,Rep,32.80,47.67,Rep,36.95,39.05,Rep,50.60,-2.21,Dem,73.09,22.53,Rep,80.72,-13.52,Dem,54.42
NC-11,14.260,22.800,40.19,Rep,51.60,65.30,Rep,17.27,28.21,Rep,72.89,13.99,Rep,99.60,14.32,Rep,99.60,26.67,Rep,75.90
NC-12,-19.308,47.200,-72.27,Dem,14.40,-56.48,Dem,31.93,-55.52,Dem,33.33,-23.54,Dem,91.57,-19.27,Dem,99.80,-19.37,Dem,100.00
NC-13,4.675,12.000,46.08,Rep,31.60,49.51,Rep,26.53,38.60,Rep,41.01,16.21,Rep,78.79,4.58,Rep,99.70,3.80,Rep,98.29
ND-01,14.040,43.400,68.94,Rep,15.00,43.29,Rep,45.63,58.41,Rep,24.32,23.90,Rep,80.80,22.28,Rep,84.02,13.99,Rep,99.90
OH-01,3.225,18.400,30.24,Rep,53.00,39.80,Rep,37.79,34.57,Rep,45.23,-12.94,Dem,70.75,13.85,Rep,80.40,32.02,Rep,49.25
OH-02,6.952,23.200,42.05,Rep,39.40,36.21,Rep,47.59,-40.69,Dem,25.90,-14.01,Dem,63.05,7.01,Rep,99.80,22.59,Rep,71.08
OH-03,-19.689,54.000,-48.70,Dem,44.00,-51.37,Dem,40.00,-61.90,Dem,25.33,-19.73,Dem,99.70,-25.46,Dem,88.44,-19.80,Dem,99.70
OH-04,12.016,11.800,48.24,Rep,36.40,32.41,Rep,61.45,38.55,Rep,50.60,22.87,Rep,79.12,12.09,Rep,99.60,22.33,Rep,80.12
OH-05,8.767,28.600,57.16,Rep,22.40,-14.96,Dem,58.09,36.94,Rep,49.05,34.38,Rep,53.27,5.92,Rep,94.47,50.48,Rep,29.35
OH-06,13.854,46.000,49.47,Rep,36.40,42.19,Rep,46.99,54.41,Rep,29.12,13.80,Rep,100.00,13.80,Rep,100.00,13.80,Rep,100.00
OH-07,9.908,35.400,35.20,Rep,54.20,50.31,Rep,30.55,43.43,Rep,40.40,9.94,Rep,99.90,9.81,Rep,99.90,30.89,Rep,60.90
OH-08,15.013,14.000,59.28,Rep,24.80,48.59,Rep,38.55,55.41,Rep,29.12,6.41,Rep,83.94,31.15,Rep,68.88,21.71,Rep,86.95
OH-09,-14.651,61.000,-51.61,Dem,33.80,-49.38,Dem,37.15,-46.31,Dem,41.77,-24.03,Dem,81.73,-14.70,Dem,100.00,-16.93,Dem,95.78
OH-10,2.242,56.800,40.65,Rep,36.00,46.88,Rep,27.54,39.37,Rep,37.19,12.05,Rep,82.21,6.19,Rep,92.86,-26.24,Dem,50.45
OH-11,-30.803,43.400,-30.94,Dem,99.40,-73.39,Dem,21.49,-59.76,Dem,40.76,-30.84,Dem,100.00,-30.86,Dem,100.00,-30.67,Dem,99.60
OH-12,5.607,34.800,48.15,Rep,29.60,-29.91,Dem,40.76,37.72,Rep,43.57,21.72,Rep,70.28,5.45,Rep,99.80,-15.02,Dem,63.65
OH-13,-8.523,43.200,-33.65,Dem,53.80,-27.11,Dem,65.53,-36.44,Dem,49.25,-8.42,Dem,99.90,-6.65,Dem,96.48,-29.76,Dem,60.70
OH-14,3.694,60.000,33.19,Rep,48.80,41.78,Rep,35.58,48.84,Rep,26.53,-23.25,Dem,53.07,15.16,Rep,78.99,-13.50,Dem,68.94
OH-15,5.369,56.400,-15.24,Dem,63.20,57.20,Rep,18.89,36.60,Rep,44.82,-8.72,Dem,74.57,5.45,Rep,99.90,26.79,Rep,61.11
OH-16,6.274,58.800,-22.58,Dem,50.00,27.94,Rep,60.50,-31.42,Dem,37.79,6.25,Rep,99.90,6.95,Rep,98.69,-13.35,Dem,64.92
OK-01,15.018,16.200,43.28,Rep,47.60,-20.51,Dem,40.56,36.65,Rep,58.63,14.89,Rep,99.80,15.13,Rep,99.80,15.14,Rep,99.80
OK-02,20.952,42.400,48.35,Rep,47.40,70.88,Rep,16.68,42.39,Rep,57.49,17.34,Rep,92.86,36.38,Rep,68.94,30.69,Rep,80.40
OK-03,24.475,76.000,55.37,Rep,40.20,52.00,Rep,45.18,53.58,Rep,42.37,24.44,Rep,100.00,20.36,Rep,91.77,24.59,Rep,99.80
OK-04,17.674,70.400,17.72,Rep,99.60,64.80,Rep,20.30,49.12,Rep,41.21,17.60,Rep,99.70,27.33,Rep,81.01,46.72,Rep,45.03
OK-05,8.090,55.000,42.61,Rep,40.20,41.07,Rep,41.61,51.22,Rep,27.74,33.66,Rep,53.47,13.32,Rep,90.05,24.13,Rep,69.95
OR-01,-9.934,46.600,-44.69,Dem,38.20,-60.56,Dem,19.08,-61.84,Dem,17.67,-12.85,Dem,94.78,-21.39,Dem,78.31,-38.99,Dem,46.99
OR-02,9.126,56.000,-21.36,Dem,47.40,47.83,Rep,32.96,46.99,Rep,34.17,14.99,Rep,89.05,21.50,Rep,76.78,-6.08,Dem,72.16
OR-03,-23.259,60.000,-50.57,Dem,45.40,-56.37,Dem,36.58,-48.26,Dem,50.05,-18.97,Dem,91.06,-29.68,Dem,86.83,-23.18,Dem,99.70
OR-04,-1.722,31.600,-48.16,Dem,25.40,-37.54,Dem,38.96,-29.55,Dem,51.00,12.37,Rep,74.30,-9.07,Dem,86.55,18.82,Rep,63.25
OR-05,-1.804,68.800,50.23,Rep,21.00,-44.36,Dem,29.92,-22.77,Dem,62.45,11.92,Rep,74.90,-1.68,Dem,99.60,-27.67,Dem,54.22
PA-01,-0.942,67.200,-31.15,Dem,47.40,-49.59,Dem,23.32,32.37,Rep,43.22,7.46,Rep,84.42,-0.99,Dem,99.90,-20.05,Dem,65.93
PA-02,-24.907,69.400,-32.99,Dem,83.00,-65.87,Dem,25.30,-60.29,Dem,32.53,-25.08,Dem,99.60,-24.79,Dem,99.60,-16.07,Dem,82.13
PA-03,-38.524,83.600,-74.42,Dem,27.40,-38.37,Dem,99.60,-52.86,Dem,66.87,-38.34,Dem,99.60,-38.52,Dem,99.80,-41.63,Dem,92.77
PA-04,-8.294,26.000,-46.46,Dem,34.00,24.19,Rep,45.03,-20.77,Dem,76.38,9.68,Rep,67.94,-8.34,Dem,99.70,-24.59,Dem,69.55
PA-05,-14.285,36.800,-29.45,Dem,70.80,-47.19,Dem,40.16,-57.10,Dem,26.31,-14.13,Dem,99.40,-14.42,Dem,100.00,-14.25,Dem,99.40
PA-06,-3.074,50.200,-51.00,Dem,23.40,33.87,Rep,38.19,-40.71,Dem,36.18,21.12,Rep,57.49,-3.03,Dem,99.90,-39.34,Dem,38.19
PA-07,-2.076,42.800,-28.81,Dem,52.40,38.18,Rep,33.77,22.40,Rep,56.88,-14.60,Dem,77.19,-2.40,Dem,99.30,20.92,Rep,59.30
PA-08,-0.594,38.200,-33.97,Dem,42.60,-32.99,Dem,44.22,34.48,Rep,40.80,11.98,Rep,77.39,-0.74,Dem,99.70,14.17,Rep,73.37
PA-09,12.593,25.600,43.25,Rep,44.40,28.71,Rep,69.08,47.78,Rep,36.95,45.21,Rep,40.76,12.65,Rep,99.60,12.57,Rep,100.00
PA-10,3.997,14.800,42.57,Rep,35.60,-19.62,Dem,58.29,25.78,Rep,60.50,4.08,Rep,99.70,3.99,Rep,99.90,1.63,Dem,95.88
PA-11,12.243,46.000,-22.20,Dem,42.20,30.75,Rep,64.86,25.51,Rep,74.70,18.07,Rep,88.76,14.56,Rep,95.58,12.15,Rep,100.00
PA-12,15.218,41.000,29.77,Rep,72.20,23.42,Rep,83.94,60.17,Rep,23.49,44.10,Rep,45.98,13.84,Rep,97.39,15.38,Rep,99.60
PA-13,19.869,36.600,39.72,Rep,61.20,55.86,Rep,33.57,55.82,Rep,33.57,39.15,Rep,61.51,32.68,Rep,73.97,43.80,Rep,53.07
PA-14,11.645,57.200,52.80,Rep,30.20,51.90,Rep,30.35,33.82,Rep,58.69,39.09,Rep,49.45,11.58,Rep,99.50,24.37,Rep,75.78
PA-15,17.435,73.800,64.22,Rep,21.40,59.50,Rep,26.10,31.47,Rep,72.29,38.41,Rep,59.24,17.28,Rep,100.00,17.55,Rep,99.80
PA-16,6.343,50.200,42.05,Rep,38.80,-15.36,Dem,61.65,48.69,Rep,29.12,40.74,Rep,39.76,6.15,Rep,99.60,-7.68,Dem,74.50
PA-17,1.786,75.000,-30.38,Dem,44.80,-15.79,Dem,68.54,44.26,Rep,29.95,-10.62,Dem,77.59,8.76,Rep,87.24,1.81,Rep,99.70
PA-18,-13.673,63.000,-47.00,Dem,39.20,-36.65,Dem,56.68,-54.33,Dem,29.35,-23.56,Dem,81.01,-13.65,Dem,99.70,-23.44,Dem,81.21
RI-01,-14.769,53.400,-55.77,Dem,28.20,-49.88,Dem,36.18,-46.12,Dem,42.01,6.05,Rep,62.71,-14.76,Dem,99.90,-14.92,Dem,99.70
RI-02,-7.117,45.600,26.05,Rep,44.40,-37.40,Dem,46.18,-28.26,Dem,61.45,-26.54,Dem,64.46,-6.99,Dem,99.60,-10.02,Dem,94.78
SC-01,7.851,64.400,34.90,Rep,51.80,43.07,Rep,38.39,42.96,Rep,38.39,7.75,Rep,99.70,7.83,Rep,99.70,45.79,Rep,34.37
SC-02,11.019,28.400,65.74,Rep,16.20,48.04,Rep,34.97,45.03,Rep,39.40,43.77,Rep,41.21,11.08,Rep,99.90,29.26,Rep,65.73
SC-03,17.072,13.400,41.36,Rep,54.00,41.03,Rep,53.82,58.24,Rep,27.31,16.92,Rep,99.80,18.17,Rep,97.79,16.90,Rep,99.80
SC-04,13.045,23.400,50.82,Rep,33.80,67.91,Rep,14.46,33.64,Rep,60.84,13.00,Rep,100.00,17.44,Rep,91.57,28.45,Rep,70.48
SC-05,7.604,7.000,32.16,Rep,56.00,37.69,Rep,46.43,27.63,Rep,63.32,32.80,Rep,54.07,7.74,Rep,99.90,-13.06,Dem,63.32
SC-06,-20.665,49.200,-57.06,Dem,32.40,-49.76,Dem,43.82,-49.83,Dem,43.82,-20.28,Dem,99.30,-31.03,Dem,78.79,-23.59,Dem,94.07
SC-07,7.167,18.200,49.57,Rep,29.60,60.69,Rep,17.07,45.25,Rep,34.74,7.15,Rep,100.00,7.13,Rep,99.80,7.28,Rep,99.80
SD-01,12.042,35.600,50.46,Rep,33.20,24.70,Rep,75.90,52.45,Rep,29.92,23.58,Rep,77.91,12.10,Rep,99.80,11.94,Rep,100.00
TN-01,25.211,53.000,38.61,Rep,72.40,55.05,Rep,40.96,50.91,Rep,48.19,22.66,Rep,94.98,28.43,Rep,93.17,25.33,Rep,99.80
TN-02,17.785,15.400,45.57,Rep,47.40,30.96,Rep,74.10,49.34,Rep,40.96,17.94,Rep,99.80,31.79,Rep,72.29,47.41,Rep,43.98
TN-03,15.849,45.000,50.57,Rep,37.40,44.25,Rep,46.63,62.80,Rep,21.11,15.69,Rep,99.70,15.81,Rep,99.90,51.97,Rep,34.57
TN-04,17.996,29.400,46.71,Rep,46.20,47.24,Rep,44.62,45.71,Rep,47.04,47.67,Rep,44.02,23.88,Rep,88.44,18.14,Rep,99.90
TN-05,-7.916,84.400,12.19,Rep,64.80,-44.43,Dem,36.38,-39.83,Dem,43.22,-42.69,Dem,38.99,-8.12,Dem,99.70,-7.89,Dem,99.90
TN-06,21.677,20.600,72.19,Rep,16.60,72.16,Rep,16.06,45.89,Rep,52.01,21.75,Rep,99.60,21.60,Rep,100.00,49.26,Rep,46.18
TN-07,17.805,14.600,37.32,Rep,62.40,58.01,Rep,28.31,62.90,Rep,22.49,48.14,Rep,42.77,17.87,Rep,99.60,27.28,Rep,81.12
TN-08,17.092,35.000,46.93,Rep,44.60,52.85,Rep,34.57,53.56,Rep,33.77,17.15,Rep,99.90,32.47,Rep,69.75,44.28,Rep,48.24
TN-09,-27.570,73.200,-67.05,Dem,26.00,-54.57,Dem,45.18,-46.98,Dem,59.44,-27.70,Dem,99.80,-27.55,Dem,99.80,-52.10,Dem,49.40
TX-01,22.200,27.800,66.46,Rep,23.00,62.29,Rep,26.93,55.89,Rep,36.18,22.21,Rep,99.90,12.39,Rep,80.80,22.20,Rep,99.90
TX-02,9.220,46.600,47.17,Rep,34.80,-23.57,Dem,44.58,44.78,Rep,37.35,-16.33,Dem,55.42,9.19,Rep,99.80,9.22,Rep,100.00
TX-03,11.024,26.600,46.66,Rep,37.80,45.02,Rep,39.40,55.91,Rep,24.92,24.90,Rep,73.97,11.04,Rep,99.90,11.03,Rep,99.90
TX-04,24.799,21.800,73.66,Rep,17.40,63.80,Rep,27.71,32.24,Rep,84.54,24.87,Rep,99.80,24.66,Rep,99.60,22.32,Rep,94.78
TX-05,14.636,12.200,61.56,Rep,22.20,57.47,Rep,25.90,26.57,Rep,76.71,30.09,Rep,69.88,14.48,Rep,100.00,28.28,Rep,73.49
TX-06,7.370,9.400,28.50,Rep,62.00,32.09,Rep,55.08,39.27,Rep,43.62,-17.15,Dem,57.09,7.44,Rep,99.90,20.86,Rep,74.97
TX-07,5.105,24.800,43.58,Rep,35.20,60.01,Rep,16.27,32.10,Rep,51.81,38.99,Rep,40.96,5.05,Rep,99.80,20.64,Rep,71.29
TX-08,25.094,46.200,53.74,Rep,44.00,53.89,Rep,42.81,44.83,Rep,59.30,52.54,Rep,45.23,24.87,Rep,99.50,24.99,Rep,99.90
TX-09,-28.043,66.600,-48.73,Dem,56.80,-47.54,Dem,59.24,-51.32,Dem,52.01,-30.06,Dem,95.98,-27.94,Dem,99.80,-28.02,Dem,99.80
TX-10,7.451,37.600,37.69,Rep,46.60,41.92,Rep,39.36,45.68,Rep,34.14,17.98,Rep,80.32,7.24,Rep,99.60,40.58,Rep,41.57
TX-11,28.282,39.200,64.66,Rep,30.80,53.81,Rep,47.44,60.61,Rep,35.98,28.16,Rep,99.90,28.34,Rep,99.90,44.81,Rep,64.72
TX-12,16.176,55.600,52.52,Rep,35.00,42.24,Rep,50.25,48.57,Rep,40.20,20.17,Rep,92.26,16.13,Rep,99.90,8.88,Rep,86.03
TX-13,29.645,52.600,53.28,Rep,51.00,60.04,Rep,38.55,46.31,Rep,64.26,27.47,Rep,95.58,44.38,Rep,68.07,34.92,Rep,88.35
TX-14,9.892,11.800,48.00,Rep,34.60,26.62,Rep,68.74,44.06,Rep,39.40,28.70,Rep,64.92,10.07,Rep,99.90,30.02,Rep,62.51
TX-15,-8.074,46.600,-48.62,Dem,30.80,-29.51,Dem,60.70,-33.84,Dem,53.27,-36.90,Dem,48.04,-0.42,Dem,85.83,-28.42,Dem,62.31
TX-16,-17.415,38.800,-40.00,Dem,55.80,-67.53,Dem,17.49,-67.37,Dem,17.69,-17.46,Dem,99.90,-17.38,Dem,99.90,-17.30,Dem,99.90
TX-17,10.113,23.000,27.66,Rep,67.60,44.55,Rep,38.76,46.13,Rep,36.55,9.92,Rep,99.80,10.18,Rep,99.80,43.92,Rep,39.76
TX-18,-26.355,59.000,-56.96,Dem,39.20,-72.41,Dem,19.08,-50.81,Dem,50.00,-38.28,Dem,74.70,-26.52,Dem,99.80,-26.40,Dem,100.00
TX-19,23.737,29.000,40.37,Rep,66.20,67.01,Rep,22.69,59.10,Rep,32.93,30.41,Rep,86.14,22.80,Rep,98.39,17.90,Rep,88.35
